Name,SMILES,pIC50,Reference
Spironolactone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,4.638,"(Munawar et al., 2019)"
S-Ropivacaine,CCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,4.553,"(Munawar et al., 2019)"
Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,2.658,"(Munawar et al., 2019)"
Tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,3.98,"(Munawar et al., 2019)"
Terazosin,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)[C@H]1CCCO1,4.752,"(Munawar et al., 2019)"
Terfenadine,CC(C)(C)c1ccc(cc1)[C@H](O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,7.551,"(Munawar et al., 2019)"
Terodiline,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C,6.426,"(Munawar et al., 2019)"
Thioridazine,CSc1ccc2Sc3ccccc3N(CC[C@H]3CCCCN3C)c2c1,7.095,"(Munawar et al., 2019)"
Tolterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,8.018,"(Munawar et al., 2019)"
Trazodone,Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1,5.538,"(Munawar et al., 2019)"
Trifluoperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,5.852,"(Munawar et al., 2019)"
Trimethoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,6,"(Munawar et al., 2019)"
Vardenafil,CCCc1nc(C)c2c(=O)[nH]c(nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4,4.893,"(Munawar et al., 2019)"
Verapamil,COc2ccc(CCN(C)CCCC(C#N)(C(C)C)c1ccc(OC)c(OC)c1)cc2OC,7.027,"(Munawar et al., 2019)"
Vesnarinone,COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2NC(=O)CCc2c1,5.959,"(Munawar et al., 2019)"
Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,6.772,"(Munawar et al., 2019)"
"1,4-Dihydroindeno[1,2-c]pyrazole derivate (85)",c1ccc(cc1)OCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)Cn1cncn1,5.769551079,"(Didziapetris & Lanevskij, 2016)"
"1,4-Dihydroindeno[1,2-c]pyrazole derivate (90)",COCCOCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2cc(cc1)Cn1cncn1,4.935542011,"(Didziapetris & Lanevskij, 2016)"
"1,4-Dihydroindeno[1,2-c]pyrazole derivate (77)",CN1CCN(C(=O)C1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccccc1,4.27572413,"(Didziapetris & Lanevskij, 2016)"
"1,4-Dihydroindeno[1,2-c]pyrazole derivate (50)",COCCOCC#Cc1scc(c1)c1n[nH]c2c1C(=O)c1c2ccc(c1)CN1CCN(CC1)C,5.27572413,"(Didziapetris & Lanevskij, 2016)"
"1,4-Dihydroindeno[1,2-c]pyrazole derivate (89)",COCCOCC#Cc1scc(c1)c1n[nH]c2c1Cc1c2ccc(c1)Cn1cncn1,3.823908741,"(Didziapetris & Lanevskij, 2016)"
MDL 74156,OC1CN2[C@@H]3CC1C[C@H]2C[C@H](C3)OC(=O)c1c[nH]c2c1cccc2,4.91721463,"(Didziapetris & Lanevskij, 2016)"
Epinastine,NC1=NCC2N1c1ccccc1Cc1c2cccc1,4,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (2),Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1=CCN(CC1)CCN1CCNC1=O,8,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (4),OC(=O)Cc1ccc(cc1)n1cc(c2c1ccc(c2)Cl)C1CCN(CC1)CCN1CCNC1=O,6.237321436,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (5),Clc1ccc2c(c1)c(cn2c1ccc(cc1)C(=O)O)C1CCN(CC1)CCN1CCNC1=O,4.124938737,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (7),COC(=O)Cc1ccc(cc1)n1cc(c2c1ccc(c2)Cl)C1CCN(CC1)CCN1CCNC1=O,6.882728704,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (8),COC(=O)c1ccc(cc1)n1cc(c2c1ccc(c2)Cl)C1CCN(CC1)CCN1CCNC1=O,7.443697499,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (10),Fc1ccc(cc1)n1cc(c2c1cccc2)C1CCN(CC1)CCN1CCNC1=S,8.207608311,"(Didziapetris & Lanevskij, 2016)"
Terfenadine derivete (11),OC(c1ccc(cc1)C(O)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,6.337242168,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (14),Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCNCC1,6.690369833,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (15),CN(Cc1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F)C,7.958607315,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (16),CCCc1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F,4.585026652,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (17),CCC(c1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F)CC,5.829738285,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (18),Fc1ccc(cc1)n1cc(c2c1ccc(c2)Cl)C(O)C,5.341988603,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (19),CCC(=O)c1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F,5.710634048,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (20),CCC(c1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F)(CC)O,4.804100348,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (21),CCC(c1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F)O,5.657577319,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (22),CCc1cn(c2c1cc(Cl)cc2)c1ccc(cc1)F,5.455931956,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (23),Fc1ccc(cc1)n1cc(c2c1ccc(c2)Cl)C(=O)C,5,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (9),Fc1ccc(cc1)n1cc(c2c1ccc(c2)Cl)C(C)C,5,"(Didziapetris & Lanevskij, 2016)"
Sertindole derivative (12),Fc1ccc(cc1)n1ccc2c1ccc(c2)C(C)(C)C,5,"(Didziapetris & Lanevskij, 2016)"
N-desmethyl-erythromycin,CN[C@H]1C[C@@H](C)O[C@H]([C@@H]1O)O[C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@@H](C)C(=O)O[C@H](CC)[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]1(C)O)C)C)O)(C)O,3.832682665,"(Didziapetris & Lanevskij, 2016)"
Erythromycylamine,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H]([C@@H]([C@@H]([C@H]([C@]1(C)O)O)C)N)C)(C)O,3.562249437,"(Didziapetris & Lanevskij, 2016)"
N-Desmethylclozapine,Clc1ccc2c(c1)N=C(N1CCNCC1)c1c(N2)cccc1,5.347753659,"(Didziapetris & Lanevskij, 2016)"
Paliperidone,Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2O,5.886056648,"(Didziapetris & Lanevskij, 2016)"
Desmethyl olanzapine,Cc1sc2c(c1)C(=Nc1c(N2)cccc1)N1CCNCC1,4.847711656,"(Didziapetris & Lanevskij, 2016)"
2-Hydroxy methyl olanzapine,OCc1sc2c(c1)C(=Nc1c(N2)cccc1)N1CCN(CC1)C,4.935542011,"(Didziapetris & Lanevskij, 2016)"
Methylecgonidine,COC(=O)C1=CC[C@H]2N([C@@H]1CC2)C,3.76700389,"(Didziapetris & Lanevskij, 2016)"
Psora-4,O=c1ccc2c(o1)cc1c(c2OCCCCc2ccccc2)cco1,5.301029996,"(Didziapetris & Lanevskij, 2016)"
Chlorobutanol,CC(C(Cl)(Cl)Cl)(O)C,2.356547324,"(Didziapetris & Lanevskij, 2016)"
AF 3013,Fc1cc2c(cc1N1CCNCC1)n1C(C)Sc1c(c2=O)C(=O)O,3.522878745,"(Didziapetris & Lanevskij, 2016)"
Prulifloxacin,O=c1oc(c(o1)CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(c1n2C(C)S1)C(=O)O)C,3.522878745,"(Didziapetris & Lanevskij, 2016)"
Sumanirole,CN[C@@H]1Cc2cccc3c2n(C1)c(=O)[nH]3,5,"(Didziapetris & Lanevskij, 2016)"
Famotidine,NC(=Nc1scc(n1)CSCC/C(=N\S(=O)(=O)N)/N)N,4.301029996,"(Didziapetris & Lanevskij, 2016)"
Z-338,COc1cc(O)c(cc1OC)C(=O)Nc1scc(n1)C(=O)N(C(=O)c1ncsc1)CCN(C(C)C)C(C)C,4.301029996,"(Didziapetris & Lanevskij, 2016)"
Mepyramine,COc1ccc(cc1)CN(c1ccccn1)CCN(C)C,5.22184875,"(Didziapetris & Lanevskij, 2016)"
Cimetidine,N#C/N=C(/NCCSCc1nc[nH]c1C)\NC,3,"(Didziapetris & Lanevskij, 2016)"
KCB-328,COc1ccc(cc1OC)CCN(CCOc1ccc(cc1N)NS(=O)(=O)C)C,5.920818754,"(Didziapetris & Lanevskij, 2016)"
Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,4.017728767,"(Didziapetris & Lanevskij, 2016)"
AVE0118,COc1ccc(cc1)CC(=O)NCc1ccccc1c1ccccc1C(=O)NCCc1cccnc1,5,"(Didziapetris & Lanevskij, 2016)"
Epigallocatechin gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,5.22184875,"(Didziapetris & Lanevskij, 2016)"
BAPTA-AM,O=C(CN(c1ccccc1OCCOc1ccccc1N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)OCOC(=O)C,5.882728704,"(Didziapetris & Lanevskij, 2016)"
Mitemcinal,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@H]([C@]2(OC(=C(C)C2)[C@@H](C(=O)[C@]1(C)OC)C)C)O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C(C)C)C,4.694648631,"(Didziapetris & Lanevskij, 2016)"
GM-577 (Mitemcinal metabolite),CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@H]([C@]2(OC(=C(C)C2)[C@@H](C(=O)[C@]1(C)O)C)C)O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C(C)C)C,4.379863945,"(Didziapetris & Lanevskij, 2016)"
GM-625 (Mitemcinal metabolite),CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@H]([C@]2(OC(=C(C)C2)[C@@H](C(=O)[C@]1(C)OC)C)C)O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)NC(C)C,4.259637311,"(Didziapetris & Lanevskij, 2016)"
Ceramide (C2),CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)C)CO)O,4,"(Didziapetris & Lanevskij, 2016)"
Vinpocetine,CCOC(=O)C1=C[C@]2(CC)CCCN3[C@@H]2c2n1c1ccccc1c2CC3,6.886056648,"(Didziapetris & Lanevskij, 2016)"
EHNA,CCCCCCC(n1cnc2c1ncnc2N)C(O)C,4.096910013,"(Didziapetris & Lanevskij, 2016)"
Rolipram,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,4.096910013,"(Didziapetris & Lanevskij, 2016)"
Dipyridamole,OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO,4.096910013,"(Didziapetris & Lanevskij, 2016)"
Milrinone,N#Cc1cc(c2ccncc2)c([nH]c1=O)C,4,"(Didziapetris & Lanevskij, 2016)"
Amrinone,O=c1[nH]cc(cc1N)c1ccncc1,4,"(Didziapetris & Lanevskij, 2016)"
Zaprinast,CCCOc1ccccc1c1[nH]c(=O)c2c(n1)[nH]nn2,4,"(Didziapetris & Lanevskij, 2016)"
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](CN([C@@H]([C@H]([C@]1(C)O)O)C)C)C)(C)O,2.943095149,"(Didziapetris & Lanevskij, 2016)"
NIP-142,COc1ccc(cc1)CC(=O)Nc1cc2c(cc1[N+](=O)[O-])OC(C(C2NC1CC1)O)(C)C,4.356547324,"(Didziapetris & Lanevskij, 2016)"
Gemifloxacin,NCC1CN(C/C/1=N\OC)c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,3.522878745,"(Didziapetris & Lanevskij, 2016)"
Baclofloxacin,CNC1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1,3.669586227,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (20d),CC(=O)Nc1cccc(c1)N1CCN(CC1)CCCCNS(=O)(=O)c1ccc(cc1)C,6.522878745,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (20m),CC(=O)Nc1cccc(c1)N1CCN(CC1)CCCCNS(=O)(=O)CC1CCCCC1,5.420216403,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (20n),O=C(C1CC1)Nc1cccc(c1)N1CCN(CC1)CCCCNS(=O)(=O)CC1CCCCC1,5.823908741,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (20o),CC(CS(=O)(=O)NCCCCN1CCN(CC1)c1cccc(c1)NC(=O)C)C,5.522878745,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (20p),CC(=O)Nc1cccc(c1)N1CCN(CC1)CCCCN(S(=O)(=O)CC1CCCCC1)C,5.397940009,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (20q),CC(CS(=O)(=O)N(CCCCN1CCN(CC1)c1cccc(c1)NC(=O)C)C)C,5.657577319,"(Didziapetris & Lanevskij, 2016)"
5-HT1A agonist (21a),CC(=O)Nc1cccc(c1)N1CCN(CC1)CC1CCN(CC1)S(=O)(=O)CC1CCCCC1,5.698970004,"(Didziapetris & Lanevskij, 2016)"
Nifekalant,OCCN(CCNc1cc(=O)n(c(=O)n1C)C)CCCc1ccc(cc1)[N+](=O)[O-],5.236572006,"(Didziapetris & Lanevskij, 2016)"
Metoprolol,COCCc1ccc(cc1)OCC(CNC(C)C)O,3.838631998,"(Didziapetris & Lanevskij, 2016)"
ICI 118551,CC(NC(C(COc1ccc(c2c1CCC2)C)O)C)C,5.036212173,"(Didziapetris & Lanevskij, 2016)"
Vernakalant,COc1cc(CCO[C@@H]2CCCC[C@H]2N2CC[C@H](C2)O)ccc1OC,4.677780705,"(Didziapetris & Lanevskij, 2016)"
PNU-0068611A,CCCCCCCN(CCCC(c1ccc(cc1)Cl)O)CC,7.091514981,"(Didziapetris & Lanevskij, 2016)"
UK-064962-01,CCCCCCCN(CCCCc1ccc(cc1)N)CC,6.563837353,"(Didziapetris & Lanevskij, 2016)"
UK-064963-01,CCCCCCCN(CCCCc1ccc(cc1)NC=O)CC,6.482804102,"(Didziapetris & Lanevskij, 2016)"
UK-068522,CN(CCc1ccc(cc1)N)CCOc1ccc(cc1C(=O)N)C,5.586700236,"(Didziapetris & Lanevskij, 2016)"
UK-068523,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1C(=O)N)C,7.091514981,"(Didziapetris & Lanevskij, 2016)"
UK-068526-01,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)C(F)(F)F,7.356547324,"(Didziapetris & Lanevskij, 2016)"
UK-068097,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)C(=O)N,6.035269079,"(Didziapetris & Lanevskij, 2016)"
Rhyncophylline,CO/C=C(\[C@H]1CC2N(C[C@@H]1CC)CCC12C(=O)Nc2c1cccc2)/C(=O)OC,3.111820506,"(Didziapetris & Lanevskij, 2016)"
Norverapamil,COc1ccc(cc1OC)CCNCCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N,5.420216403,"(Didziapetris & Lanevskij, 2016)"
D703 (Verapamil metabolite),COc1ccc(cc1O)C(C(C)C)(CCCN(CCc1ccc(c(c1)OC)OC)C)C#N,5.657577319,"(Didziapetris & Lanevskij, 2016)"
Budipine,CC(N1CCC(CC1)(c1ccccc1)c1ccccc1)(C)C,4.991399828,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 21 b,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCc1ccc(cc1)F)CC,5.091514981,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 21 e,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCc1ccc(cc1)Cl)CC,5.48148606,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 21 j,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCc1cccc(c1)C(F)(F)F)CC,5.769551079,"(Didziapetris & Lanevskij, 2016)"
Fluspirilene,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,5.630784143,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 2c,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCC1CCCCC1)CC,5.48148606,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 2d,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCc1cccs1)CC,4.879426069,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4a,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1CCC(CC1)C(F)(F)F,5.698970004,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4b,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)Cn1cncc1,5.397940009,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4e,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1CCOCC1,4.958607315,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4f,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1CCN(CC1)S(=O)(=O)C,4.886056648,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4h,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1CCN(CC1)C(=O)C,4.602059991,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4g,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1CCS(=O)(=O)CC1,4.619788758,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4i,OCC(C(=O)N(C)C)N(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCc1ccc(cc1)F)C,4.602059991,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4c,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CNCC(F)(F)F,5,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 4d,Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1[C@H](C)CCC[C@@H]1C,5,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5c,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cn1)c1ccc(cc1)F)C)C,5.283996656,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5a,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cn1)c1ccc(cc1)Cl)C)C,5.585026652,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5b,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(nc1)c1ccc(cc1)Cl)C)C,5.292429824,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5d,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(nc1)c1ccc(cc1)F)C)C,5,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5e,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cc1)c1ccc(cn1)Cl)C)C,4.853871964,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5f,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cn1)c1ccccc1)C)C,4.698970004,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5g,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cc1)c1ccccn1)C)C,4.522878745,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7a,CN(CC(=O)N(C)C)Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cc1)c1ccc(cc1)F)C,5.744727495,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7b,Fc1ccc(cc1)c1ccc(cc1)C(=O)N([C@H]1CCc2c(C1)ccc(c2)CN1CCC[C@H]1C(=O)N(C)C)C,5.301029996,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7d,Fc1ccc(cc1)c1ccc(cc1)C(=O)N([C@H]1CCc2c(C1)ccc(c2)CN1CCN(CC1)C(=O)N)C,5.173925197,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7g,Fc1ccc(cc1)c1ccc(nc1)C(=O)N([C@H]1CCc2c(C1)ccc(c2)CN1CCN(CC1)C(=O)C)C,4.853871964,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7h,CC(=O)N1CCN(CC1)Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cc1)c1ccccn1)C,4.698970004,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7i,CN(C(=O)c1ccc(cc1)c1ccccn1)[C@H]1CCc2c(C1)ccc(c2)CN1CCS(=O)(=O)CC1,4.522878745,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7j,O=C1NCCN(C1)Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(nc1)c1ccc(cc1)F)C,4.468521083,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5h,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cc1)c1ccncc1)C)C,5,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 5i,CN(Cc1ccc2c(c1)CC[C@@H](C2)N(C(=O)c1ccc(cc1)c1cccnc1)C)C,5,"(Didziapetris & Lanevskij, 2016)"
MCH-R1 antagonist 7f,Fc1ccc(cc1)c1ccc(cc1)C(=O)N([C@H]1CCc2c(C1)ccc(c2)CN1CCN(CC1)C(=O)C)C,5,"(Didziapetris & Lanevskij, 2016)"
Kv1.5 blocker (8i),CCc1c(C)[nH]c2c1C(=NNC(=O)Nc1ccccc1)CCC2,4.619788758,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitors 27,O=C1NC[C@H](C21CCN(CC2)[C@@H]1CCCC[C@@H]1c1ccccc1)c1ccccc1,5.853871964,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitors 12c,Fc1ccc(cc1)[C@]1(O)CCCC[C@H]1N1CCC2(CC1)C(=O)NC[C@H]2c1ccccc1,5.744727495,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitors 28,Fc1ccc(cc1)[C@@H]1CNC(=O)C21CCN(CC2)[C@@H]1COCC[C@@]1(O)c1ccccc1,4.619788758,"(Didziapetris & Lanevskij, 2016)"
5-HT2C receptor agonists 1,C[C@@H]1CNC[C@H]2N1c1c(C2)ccc(c1C)Cl,5.602059991,"(Didziapetris & Lanevskij, 2016)"
5-HT2C receptor agonists 7a,Clc1ccc2c(n1)N1[C@H](C)CNC[C@H]1C2,4.397940009,"(Didziapetris & Lanevskij, 2016)"
5-HT2C receptor agonists 18,C[C@@H]1CNC[C@@H]2N1c1nc(COCC3CC3)ccc1C2,4.522878745,"(Didziapetris & Lanevskij, 2016)"
NMDA-NR2B agonist 4c,COc1ccc(cc1)[C@H](C[C@@H]1N(C)CCc2c1cc(OC)c(c2)OC)O,6.102372909,"(Didziapetris & Lanevskij, 2016)"
NMDA-NR2B agonist 4d,COc1cc2c(cc1OC)CCN([C@H]2C[C@@H](c1ccc(cc1)Cl)O)C,6.397940009,"(Didziapetris & Lanevskij, 2016)"
A2A antagonist 2,CN1CCN(CC1)CC(=O)Nc1nc(nc(c1)n1nc(cc1C)C)c1ccc(o1)C,6.022276395,"(Didziapetris & Lanevskij, 2016)"
A2A antagonist 3,CN(CCC(=O)Nc1nc(nc(c1)n1nc(cc1C)C)c1ccc(o1)C)C,6.185086819,"(Didziapetris & Lanevskij, 2016)"
Kv 1.5 inhibitor 6,CCc1c(C)[nH]c2c1C(=NOC(=O)Nc1ccccc1)CCC2,4.522878745,"(Didziapetris & Lanevskij, 2016)"
Kv 1.5 inhibitor 29,CCc1c(CC)n(c2c1C(=NOC(=O)Nc1ccccc1)CCC2)C,4.522878745,"(Didziapetris & Lanevskij, 2016)"
Norfloxacin,CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,2.522878745,"(Didziapetris & Lanevskij, 2016)"
Fluoroquinolone C1,CC1NC(C)CN(C1)c1cc2c(cc1F)c(=O)c(cn2c1ccc(cc1)F)C(=O)O,3.096910013,"(Didziapetris & Lanevskij, 2016)"
Fluoroquinolone C2,CC1NC(C)CN(C1)c1cc2c(cc1F)c(=O)c(cn2c1ccccc1F)C(=O)O,3.096910013,"(Didziapetris & Lanevskij, 2016)"
Fluoroquinolone C3,Fc1ccc(cc1)n1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,3.096910013,"(Didziapetris & Lanevskij, 2016)"
