Name,pIC50,Training.Test
Nortriptyline,5.657577319,Test
Nicardipine,5.886056648,Training
5-HT antagonist (7c),6.124938737,Training
5-HT antagonist (7d),6.124938737,Training
5-HT antagonist (7e),5.853871964,Training
5-HT antagonist (7f),6.522878745,Test
5-HT antagonist (7g),6.124938737,Training
5-HT antagonist (9),3.721246399,Training
5-HT antagonist (10),4.096910013,Training
GF 109203X,6.119186408,Training
GlyT1 inhibitor (19),4.13667714,Training
GlyT1 inhibitor (26),4.045757491,Training
GlyT1 inhibitor (27),4.045757491,Test
MCH-1 antagonist (7a),5.744727495,Training
MCH-1 antagonist (7b),5.602059991,Training
MCH-1 antagonist (7c),5.853871964,Training
MCH-1 antagonist (10),4.91721463,Test
MCH-1 antagonist (7d),5.045757491,Training
MCH-1 antagonist (7e),5.744727495,Training
MCH-1 antagonist (20a),5.698970004,Training
MCH-1 antagonist (7f),5.638272164,Training
MCH-1 antagonist (7g),6.096910013,Training
MCH-1 antagonist (14a),5.070581074,Training
MCH-1 antagonist (14b),5.48148606,Training
MCH-1 antagonist (7i),5.795880017,Training
MCH-1 antagonist (7j),4.785156152,Training
MCH-1 antagonist (20b),4.522878745,Test
MCH-1 antagonist (7h),4.522878745,Training
Fluconazole,4.318758763,Training
W-7,5.455931956,Training
Lobeline,6.468521083,Training
Opioid receptor antagonist (2),6.698970004,Training
Opioid receptor antagonist (19),6.602059991,Training
Opioid receptor antagonist (23),5.958607315,Test
Opioid receptor antagonist (24),4.698970004,Training
Opioid receptor antagonist (25),5.958607315,Training
Opioid receptor antagonist (26),6,Training
Opioid receptor antagonist (27),5.795880017,Training
Opioid receptor antagonist (28),5.823908741,Training
Opioid receptor antagonist (29),6,Test
Opioid receptor antagonist (30),4.823908741,Training
Opioid receptor antagonist (31),6.167491087,Test
Opioid receptor antagonist (32),6.180456064,Training
Opioid receptor antagonist (34),5.958607315,Training
Opioid receptor antagonist (36),6.167491087,Training
Opioid receptor antagonist (37),6,Training
Opioid receptor antagonist (38),5.853871964,Training
Opioid receptor antagonist (39),5.886056648,Training
Opioid receptor antagonist (43),5.795880017,Training
Opioid receptor antagonist (9),4.48148606,Training
Opioid receptor antagonist (10),4.48148606,Training
Triple reuptake inhibitor (54),5.229147988,Training
Triple reuptake inhibitor (55),5.508638306,Training
Triple reuptake inhibitor (53),5,Training
Triple reuptake inhibitor (56),5,Training
Triple reuptake inhibitor (57),5,Training
Triple reuptake inhibitor (58),5,Training
Triple reuptake inhibitor (59),5,Test
Triple reuptake inhibitor (60),5,Training
Triple reuptake inhibitor (61),5,Test
Changrolin,4.739928612,Training
Raloxifene,5.958607315,Training
Antofloxacin,3.337242168,Training
Serotonin receptor (5-HT) antagonist (19),5.795880017,Test
Matrine,3.386158178,Training
Primaquine,4.66756154,Training
Serotonin receptor (5-HT) antagonist (10d),5.387216143,Test
Serotonin receptor (5-HT) antagonist (10i),6.045757491,Training
Serotonin receptor (5-HT) antagonist (10g),4.958607315,Training
Serotonin receptor (5-HT) antagonist (10o),5.387216143,Training
Serotonin receptor (5-HT) antagonist (10c),6,Training
GlyT1 inhibitor (9),6.22184875,Training
GlyT1 inhibitor (29),6.15490196,Training
GlyT1 inhibitor (30),5.48148606,Training
GlyT1 inhibitor (34),5.698970004,Training
GlyT1 inhibitor (35),5.522878745,Training
GlyT1 inhibitor (42),5.920818754,Training
GlyT1 inhibitor (43),5,Training
GlyT1 inhibitor (46),5.161150909,Training
GlyT1 inhibitor (48),4.698970004,Training
GlyT1 inhibitor (54),4.698970004,Test
GlyT1 inhibitor (56),5,Training
GlyT1 inhibitor (50),4.397940009,Training
GlyT1 inhibitor (51),4.397940009,Training
GlyT1 inhibitor (52),4.397940009,Training
GlyT1 inhibitor (53),4.397940009,Training
Antipsychotic drug candidate (5f),4.886056648,Training
Antipsychotic drug candidate (5g),5.193820026,Training
Antipsychotic drug candidate (5j),5.060480747,Training
Antipsychotic drug candidate (5e),5,Training
Diacetylmorphine,3.369572125,Training
Lapatinib,6.096910013,Training
Histamine receptor (H3) antagonist (2),7.214670165,Training
Histamine receptor (H3) antagonist (5),6.749579998,Training
Histamine receptor (H3) antagonist (6),6.725842151,Training
Histamine receptor (H3) antagonist (7),6.694648631,Training
Histamine receptor (H3) antagonist (9),5.177178355,Training
Histamine receptor (H3) antagonist (10),5.036684489,Training
Histamine receptor (H3) antagonist (19),4.896196279,Training
Histamine receptor (H3) antagonist (20),5.103473783,Test
Histamine receptor (H3) antagonist (24),5.419075024,Test
Histamine receptor (H3) antagonist (26),6.415668776,Training
Histamine receptor (H3) antagonist (27),4.920818754,Training
Histamine receptor (H3) antagonist (28),5.63638802,Test
Histamine receptor (H3) antagonist (29),4.860120914,Training
AKT kinase inhibitor (1b),5.853871964,Test
AKT kinase inhibitor (14c),4.982966661,Training
Progesterone receptor agonist (3),6.107905397,Training
Progesterone receptor agonist (20),5.552841969,Training
Progesterone receptor agonist (26),5.397940009,Training
Progesterone receptor agonist (41),5.657577319,Test
Antiplasmodial (1aq),4.801342913,Training
Antiplasmodial (1ar),5.022276395,Training
Antiplasmodial (10b),4.396855627,Training
Antiplasmodial (10d),3.869666232,Test
CCR8 antagonist (1),6.22184875,Training
CCR8 antagonist (2),7.096910013,Training
CCR8 antagonist (3),7.045757491,Training
CCR8 antagonist (4),5.30980392,Training
CCR8 antagonist (5),5.721246399,Test
CCR8 antagonist (6),5.630784143,Test
CCR8 antagonist (7),5.289882635,Test
CCR8 antagonist (8),7.337242168,Training
CCR8 antagonist (9),6.657577319,Test
CCR8 antagonist (10),7.15490196,Training
CCR8 antagonist (11),6.346787486,Training
CCR8 antagonist (12),5.709965389,Training
CCR8 antagonist (13),5.721246399,Training
CCR8 antagonist (14),4.590066877,Training
CCR8 antagonist (16),4.850780887,Training
CCR8 antagonist (17),4.950781977,Training
CCR8 antagonist (18),4.709965389,Training
CCR8 antagonist (19),4.679853714,Test
CCR8 antagonist (21),4.420216403,Training
CCR8 antagonist (22),4.359518563,Training
CCR8 antagonist (23),4.779891912,Training
CCR8 antagonist (24),5.379863945,Training
CCR8 antagonist (25),4.540607512,Training
CCR8 antagonist (26),4.779891912,Training
CCR8 antagonist (27),5.149966742,Training
CCR8 antagonist (28),4.950781977,Training
CCR8 antagonist (29),5.459670525,Training
CCR8 antagonist (30),4.510041521,Training
NP118809,5.13076828,Training
Histamine receptor H3 antagonist (12r),3.522878745,Training
Histamine receptor H3 antagonist (12g),6,Training
Histamine receptor H3 antagonist (12k),6,Training
Histamine receptor H3 antagonist (12l),6,Training
Histamine receptor H3 antagonist (12o),6,Training
Histamine receptor H3 antagonist (12p),6,Training
Histamine receptor H3 antagonist (13p),6,Training
Histamine receptor H3 antagonist (12f),5.958607315,Training
Histamine receptor H3 antagonist (12n),5.920818754,Training
Histamine receptor H3 antagonist (13l),5.744727495,Training
Histamine receptor H3 antagonist (13m),5.853871964,Training
Histamine receptor H3 antagonist (13o),5.958607315,Training
Histamine receptor H3 antagonist (13r),3.721246399,Training
Histamine receptor H3 antagonist (13s),3.721246399,Training
Histamine receptor H3 antagonist (13v),3.886056648,Training
PF-00885706,4.244125144,Training
Terfenadine derivative (4),4.958607315,Training
Terfenadine derivative (8),4,Training
Terfenadine derivative (9),4,Training
Terfenadine derivative (7),6.522878745,Training
Terfenadine derivative (12),6.522878745,Test
Terfenadine derivative (13),6.522878745,Training
Terfenadine derivative (14),6.522878745,Training
Terfenadine derivative (15),6.522878745,Training
H1-antihistamine (1a),6.045757491,Test
H1-antihistamine (1c),5.259637311,Test
H1-antihistamine (1d),5.853871964,Training
H1-antihistamine (2a),5.853871964,Test
H1-antihistamine (3a),5.920818754,Training
Progesterone receptor agonist (12),5.187086643,Training
Progesterone receptor agonist (22),5.508638306,Training
Monoamine reuptake inhibitor (26),5,Training
Duloxetine,6.522878745,Training
Monoamine reuptake inhibitor (7),6,Training
Monoamine reuptake inhibitor (11),5,Training
Monoamine reuptake inhibitor (12),5,Training
Monoamine reuptake inhibitor (13),5,Training
Monoamine reuptake inhibitor (14),5,Training
Monoamine reuptake inhibitor (15),4.698970004,Test
Monoamine reuptake inhibitor (24),5,Training
Monoamine reuptake inhibitor (27),5,Training
MCH-R1 antagonist (1),5.420216403,Training
MCH-R1 antagonist (2),6.096910013,Training
MCH-R1 antagonist (3),6.096910013,Training
MCH-R1 antagonist (6),6.200659451,Test
MCH-R1 antagonist (7),5.962573502,Training
MCH-R1 antagonist (8),5.991399828,Training
MCH-R1 antagonist (9),5.630784143,Training
MCH-R1 antagonist (10),5.931814138,Training
MCH-R1 antagonist (11),5.809668302,Training
MCH-R1 antagonist (12),5.809668302,Training
MCH-R1 antagonist (13),5.37675071,Training
MCH-R1 antagonist (14),5,Training
MCH-R1 antagonist (15),5.619788758,Training
MCH-R1 antagonist (16),4.552841969,Test
MCH-R1 antagonist (17),4.795880017,Training
MCH-R1 antagonist (18),4.508638306,Test
MCH-R1 antagonist (19),5,Training
MCH-R1 antagonist (21),4.853871964,Training
MCH-R1 antagonist (22),4.943095149,Training
MCH-R1 antagonist (23),4.575118363,Training
MCH-R1 antagonist (25),5.769551079,Training
MCH-R1 antagonist (26),5.663540266,Training
MCH-R1 antagonist (28),5.756961951,Training
MCH-R1 antagonist (29),6,Training
MCH-R1 antagonist (20),4.500312917,Training
MCH-R1 antagonist (27),4.500312917,Training
MCH-R1 antagonist (30),4.500312917,Training
MCH-R1 antagonist (31),4.500312917,Training
MCH-R1 antagonist (32),4.500312917,Training
MCH-R1 antagonist (33),4.500312917,Test
Promethazine,5.835647144,Training
Histamine-3 agonist (49),3.698970004,Training
Histamine-3 agonist (34),4.301029996,Training
Tyrosine kinase (PYK2) inhibitor (1)),5.327902142,Training
Tyrosine kinase (PYK2) inhibitor (S-14a),4.692503962,Test
Mibefradil,5.958607315,Training
Oxatomide,6.449771647,Training
Neferine,5.129596095,Training
Factor Xa inhibitor (4),6.48148606,Training
Betrixaban,5.050609993,Test
Factor Xa inhibitor (75),5.37675071,Training
Methylphenidate,5,Training
Selicilib,4.568636236,Test
Oxycodone,3.76700389,Test
Atomoxetine,5.203425667,Training
A2A antagonist (22),4.366531544,Training
Acehystine,4,Test
MA-2029,5,Training
Imatinib,4.709965389,Test
AZD5597,4.022276395,Training
CDK inhibitor (6d),4.494850022,Test
AZD5438,5.494850022,Training
CDK inhibitor (7a),4.769551079,Training
CDK inhibitor (7c),4.744727495,Test
CDK inhibitor (8a),4.698970004,Training
CDK inhibitor (8c),4.958607315,Training
CDK inhibitor (9a),5,Training
CDK inhibitor (9c),5.522878745,Training
CDK inhibitor (10a),4.698970004,Training
CDK inhibitor (10b),4.721246399,Training
CDK inhibitor (10c),5.22184875,Training
CDK inhibitor (7b),4.522878745,Test
CDK inhibitor (7e),4.494850022,Test
CDK inhibitor (16),4.494850022,Training
HDAC inhibitor (19),5.48148606,Training
HDAC inhibitor (20),5.474955193,Training
HDAC inhibitor (32),4.744727495,Training
HDAC inhibitor (39),4.522878745,Training
Calcium channel inhibitor (30),5.619788758,Test
Clomipramine,6.886056648,Training
Tanshinone IIa,4,Training
Ranolazine,4.920818754,Training
Telbivudine,3,Training
C101,4,Training
Ro-65-7674,6.096910013,Training
5-HT(6) antagonist (1p),5.920818754,Training
5-HT(6) antagonist (1r),5.698970004,Training
Histamine H3 receptor antagonist (7a),5.096910013,Training
Histamine H3 receptor antagonist (11b),5.045757491,Test
Histamine H3 receptor antagonist (S-17e),4.568636236,Training
Histamine H3 receptor antagonist (17b),4.677780705,Training
Cathepsin K inhibitor (3),4.508638306,Training
Cathepsin K inhibitor (4),5.102372909,Training
Cathepsin K inhibitor (28),4,Training
FAAH inhibitor (5c),5,Training
FAAH inhibitor (5d),5,Training
FAAH inhibitor (5n),5,Training
FAAH inhibitor (5o),5,Test
Bacterial topoisomerase inhibitor II (7a),4.356547324,Test
Bacterial topoisomerase inhibitor II (8b),4.455931956,Training
Bacterial topoisomerase inhibitor II (7e),3.913640169,Test
Bacterial topoisomerase inhibitor II (8c),3.774690718,Test
Bacterial topoisomerase inhibitor II (8f),4.721246399,Training
Bacterial topoisomerase inhibitor II (7f),4.124938737,Training
Bacterial topoisomerase inhibitor II (7g),3.931814138,Training
Bacterial topoisomerase inhibitor II (8g),3.515700161,Training
Bacterial topoisomerase inhibitor II (8h),3.818156412,Test
Bacterial topoisomerase inhibitor II (7j),3.759450752,Test
Bacterial topoisomerase inhibitor II (8jl,3.906578315,Training
Bacterial topoisomerase inhibitor II (7k),4.124938737,Training
Bacterial topoisomerase inhibitor II (8m),4.568636236,Training
Bacterial topoisomerase II inhibitor (7h),5,Training
ML277,4.522878745,Test
HYP-1,4.716698771,Training
NOS inhibitor (5),4.886056648,Training
NOS inhibitor (43),4,Training
MCHR-1 antagonist (1),7.283996656,Test
MCHR-1 antagonist (26),6.161150909,Training
JNJ-10287069,5.48148606,Training
KUR-1246,5,Training
Compound 1 (Cavalli set),5.554395797,Training
Compound 2 (Cavalli set),7.769551079,Training
Compound 3 (Cavalli set),7.207608311,Test
Compound 4 (Cavalli set),6.236572006,Training
Compound 5 (Cavalli set),7.356547324,Training
Compound 6 (Cavalli set),8.619788758,Test
Compound 8 (Cavalli set),6.716698771,Training
Galantamine,3.119186408,Training
Ibogaine,5.408935393,Training
Ispinesib,5.327902142,Training
Kinesin spindle protein inhibitor (30),5.187086643,Test
Kinesin spindle protein inhibitor (29),4.602059991,Training
Histamine receptor H3 ligand (7t),5.853871964,Training
NMDA receptor antagonist (11c),5.795880017,Training
BACE-1 inhibitor 8a,5.244125144,Training
BACE-1 inhibitor 8b,5.552841969,Training
BACE-1 inhibitor 9a,5.795880017,Training
BACE-1 inhibitor 10a,5.045757491,Training
BACE-1 inhibitor 15,5.22184875,Training
BACE-1 inhibitor 19b,5.211124884,Training
BACE-1 inhibitor 24b,4.958607315,Test
BACE-1 inhibitor 30,5.096910013,Training
BACE-1 inhibitor 34,5.045757491,Training
BACE-1 inhibitor 37,5.119186408,Training
BACE-1 inhibitor 41,5.124938737,Test
BACE-1 inhibitor 47,5.065501549,Test
BACE-1 inhibitor 58,5.036212173,Training
BACE-1 inhibitor 64,5,Training
BACE-1 inhibitor 65,4.920818754,Test
BACE-1 inhibitor 91,5.602059991,Test
BACE-1 inhibitor 24a,4.48148606,Test
Donepezil,5.698970004,Test
Buspirone,5.400116928,Training
Zafirlukast,4.600326279,Training
Cetirizine,4.500312917,Training
Sertraline,5.100179498,Training
Procaine,4.400116928,Training
Triazolam,4.300162274,Training
Moclobemide,4.100179498,Training
Bupropion,4.100179498,Training
Antimalarial drug candidate 3,5.013228266,Training
Antimalarial drug candidate 6,5.677780705,Training
Antimalarial drug candidate 8,4.982966661,Training
Antimalarial drug candidate 33,4.694648631,Training
Antimalarial drug candidate 33a,5.522878745,Training
Antimalarial drug candidate 34,5.086186148,Training
Antimalarial drug candidate 34a,4.787812396,Test
Antimalarial drug candidate 35,4.721246399,Training
Antimalarial drug candidate 35a,5.259637311,Training
Antimalarial drug candidate 4,4.958607315,Training
Antimalarial drug candidate 7,4.958607315,Training
Antimalarial drug candidate 23,4.958607315,Training
mGlu receptor modulator 15,6.522878745,Training
mGlu receptor modulator 14,5.920818754,Training
mGlu receptor modulator 22,6.522878745,Training
mGlu receptor modulator 23,6.22184875,Test
mGlu receptor modulator 27,6.522878745,Test
Histamine receptor H3R agonist 3,5.200659451,Test
Histamine receptor H3R agonist 13,4.698970004,Training
Histamine receptor H3R agonist 18,5.431798276,Training
Histamine receptor H3R agonist 31,4.769551079,Test
Histamine receptor H3R agonist 14,4.522878745,Training
Histamine receptor H3R agonist 15,4.522878745,Training
Histamine receptor H3R agonist 16,4.522878745,Test
Histamine receptor H3R agonist 17,4.522878745,Test
Histamine receptor H3R agonist 19,4.522878745,Test
Histamine receptor H3R agonist 28,4.522878745,Test
Histamine receptor H3R agonist 29,4.522878745,Training
Histamine receptor H3R agonist 32,4.522878745,Training
Histamine receptor H3R agonist 33,4.522878745,Training
Histamine receptor H3R agonist 35,4.522878745,Test
CCR3/H1 antagonist 10,6.494850022,Training
CCR3/H1 antagonist 8a,5,Test
CCR3/H1 antagonist 8d,4.899629455,Training
CCR3/H1 antagonist 9a,5.200659451,Training
CCR3/H1 antagonist 9b,5.397940009,Training
CCR3/H1 antagonist 8b,4.795880017,Test
CCR3/H1 antagonist 8g,5,Training
CCR3/H1 antagonist 8i,5,Training
CCR3/H1 antagonist 8q,5,Training
CCR3/H1 antagonist 8u,4.698970004,Training
CCR3/H1 antagonist 3d,4.251811973,Training
CCR3 antagonist 8,5.301029996,Training
BACE-1 inhibitor 1c,4.777283529,Training
BACE-1 inhibitor 1f,4.571865206,Training
BACE-1 inhibitor 1k,4.721246399,Training
BACE-1 inhibitor 1p,4.906578315,Training
BACE-1 inhibitor 1q,4.540607512,Training
BACE-1 inhibitor 1r,4.677780705,Training
BACE-1 inhibitor 1t,4.841637508,Training
BACE-1 inhibitor 1u,4.610833916,Training
BACE-1 inhibitor 1a,4.48148606,Training
BACE-1 inhibitor 1b,4.48148606,Training
BACE-1 inhibitor 1d,4.48148606,Training
BACE-1 inhibitor 1e,4.48148606,Training
BACE-1 inhibitor 1i,4.48148606,Training
BACE-1 inhibitor 1j,4.48148606,Training
BACE-1 inhibitor 1l,4.48148606,Training
BACE-1 inhibitor 1m,4.48148606,Test
